,origin,age,gender,education,job_title,coding_experience,salary,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q23_7
9323,17446,22-24,Man,Master’s degree,Data Scientist,3-5 years,$0-999,1,,,,,,
9324,17449,35-39,Man,Master’s degree,Business Analyst,3-5 years,"125,000-149,999",1,"1",,,,,
9325,17451,25-29,Man,Master’s degree,Research Scientist,3-5 years,$0-999,,,,,,,None of these activities are an important part of my role at work
9326,17453,25-29,Man,Master’s degree,Data Engineer,< 1 years,"10,000-14,999",1,"1",,,,,
9327,17454,60-69,Man,Doctoral degree,Research Scientist,20+ years,"125,000-149,999",,"1",1,1,1,1,
9328,17455,60-69,Man,Master’s degree,Product/Project Manager,20+ years,"15,000-19,999",1,,,,,,
9329,17462,35-39,Man,Master’s degree,Software Engineer,10-20 years,"10,000-14,999",,,1,,,,
9330,17463,35-39,Man,Master’s degree,Data Scientist,10-20 years,$0-999,1,"1",1,,,1,
9331,17464,40-44,Man,Master’s degree,Product/Project Manager,I have never written code,"100,000-124,999",,,1,1,,,
9332,17465,30-34,Man,Master’s degree,Software Engineer,3-5 years,"15,000-19,999",,,,,,,None of these activities are an important part of my role at work
9333,17467,30-34,Man,Master’s degree,Data Scientist,5-10 years,"80,000-89,999",,"1",1,1,1,,
9334,17468,22-24,Man,Bachelor’s degree,Software Engineer,3-5 years,"30,000-39,999",,,,,,,None of these activities are an important part of my role at work
9335,17471,35-39,Man,Doctoral degree,Research Scientist,5-10 years,"70,000-79,999",1,"1",1,1,,,
9336,17472,45-49,Man,Bachelor’s degree,Machine Learning Engineer,20+ years,"1,000-1,999",,,1,,,,
9338,17476,35-39,Man,Master’s degree,Data Scientist,5-10 years,"10,000-14,999",1,,1,1,,,
9340,17481,45-49,Man,Master’s degree,Product/Project Manager,20+ years,"2,000-2,999",1,"1",,,,1,
9341,17482,40-44,Man,Master’s degree,Product/Project Manager,< 1 years,"25,000-29,999",,,,,,,None of these activities are an important part of my role at work
9342,17483,35-39,Man,Master’s degree,Data Engineer,5-10 years,"150,000-199,999",,"1",1,,,,
9343,17484,22-24,Man,Master’s degree,Software Engineer,3-5 years,"1,000-1,999",1,"1",1,1,1,1,
9344,17485,45-49,Man,Doctoral degree,Research Scientist,10-20 years,"125,000-149,999",,,1,,1,1,
9345,17486,30-34,Man,Doctoral degree,Research Scientist,10-20 years,"80,000-89,999",,,1,,,1,
9346,17489,35-39,Man,Master’s degree,Product/Project Manager,3-5 years,"2,000-2,999",1,"1",,,,,
9348,17492,25-29,Man,Master’s degree,Data Engineer,5-10 years,"10,000-14,999",1,"1",1,1,1,,
9349,17493,25-29,Man,Bachelor’s degree,Software Engineer,5-10 years,"1,000-1,999",,,1,,,,
9352,17497,18-21,Man,Bachelor’s degree,Data Scientist,1-2 years,$0-999,1,"1",,,1,,
9353,17499,30-34,Man,Bachelor’s degree,Software Engineer,10-20 years,"5,000-7,499",,,,,1,1,
9354,17501,40-44,Man,Professional degree,Software Engineer,20+ years,"40,000-49,999",,,,,,,None of these activities are an important part of my role at work
9355,17502,60-69,Man,Master’s degree,Machine Learning Engineer,20+ years,"30,000-39,999",,,1,,1,1,
9356,17503,40-44,Man,Master’s degree,Software Engineer,10-20 years,"100,000-124,999",1,"1",1,,,,
9357,17504,55-59,Man,Doctoral degree,Statistician,I have never written code,"80,000-89,999",1,,,,,,
9358,17506,22-24,Man,Master’s degree,Software Engineer,5-10 years,$0-999,,,,,,,None of these activities are an important part of my role at work
9359,17507,40-44,Man,Master’s degree,Software Engineer,20+ years,"30,000-39,999",,,,,,,None of these activities are an important part of my role at work
9361,17514,35-39,Man,I prefer not to answer,Data Analyst,1-2 years,"10,000-14,999",1,,,,,,
9363,17516,25-29,Man,Master’s degree,Data Scientist,3-5 years,"5,000-7,499",1,"1",1,,,,
9364,17518,35-39,Man,Master’s degree,Data Analyst,< 1 years,$0-999,1,,,,,,
9365,17519,45-49,Man,Bachelor’s degree,Machine Learning Engineer,20+ years,"100,000-124,999",,,1,,1,1,
9366,17520,30-34,Woman,Master’s degree,Machine Learning Engineer,3-5 years,$0-999,1,"1",,,1,,
9367,17522,22-24,Man,Master’s degree,Machine Learning Engineer,3-5 years,"150,000-199,999",1,,,,,,
9368,17523,25-29,Man,Bachelor’s degree,Machine Learning Engineer,1-2 years,$0-999,,,,,,,
9369,17524,25-29,Woman,Master’s degree,Data Scientist,1-2 years,"100,000-124,999",1,"1",1,1,1,1,
9370,17528,50-54,Man,Some college/university study without earning a bachelor’s degree,Data Analyst,< 1 years,"1,000-1,999",1,"1",,,,,
9371,17531,30-34,Man,Bachelor’s degree,Data Scientist,< 1 years,$0-999,1,"1",1,1,1,1,
9372,17533,30-34,Man,Master’s degree,Software Engineer,5-10 years,"20,000-24,999",,,,,,,None of these activities are an important part of my role at work
9374,17540,25-29,Man,Bachelor’s degree,Business Analyst,3-5 years,"15,000-19,999",1,"1",,,1,,
9377,17545,40-44,Man,Master’s degree,Data Analyst,3-5 years,"100,000-124,999",1,,1,,,,
9378,17547,40-44,Other,Doctoral degree,Research Scientist,1-2 years,"2,000-2,999",1,,,,,,
9379,17548,45-49,Man,Master’s degree,Product/Project Manager,3-5 years,"100,000-124,999",,"1",,,,,
9380,17550,35-39,Man,Master’s degree,Data Scientist,5-10 years,"90,000-99,999",1,"1",1,1,1,1,
9381,17554,25-29,Woman,Master’s degree,Machine Learning Engineer,5-10 years,"150,000-199,999",1,"1",1,1,1,,
9382,17557,25-29,Man,Bachelor’s degree,Business Analyst,1-2 years,"5,000-7,499",,,,,,,None of these activities are an important part of my role at work
9383,17558,35-39,Man,Bachelor’s degree,Data Analyst,5-10 years,"80,000-89,999",1,,1,,,,
9385,17562,25-29,Man,Bachelor’s degree,Software Engineer,5-10 years,"30,000-39,999",1,,1,1,1,,
9386,17563,40-44,Man,Master’s degree,Machine Learning Engineer,10-20 years,"90,000-99,999",1,,1,1,1,,
9387,17566,35-39,Man,Master’s degree,Software Engineer,10-20 years,"150,000-199,999",1,,1,,,,
9389,17569,22-24,Woman,Bachelor’s degree,Data Analyst,I have never written code,$0-999,1,,,,,,
9391,17575,30-34,Man,Doctoral degree,Data Scientist,3-5 years,$0-999,,,,1,,,
9392,17577,22-24,Woman,Bachelor’s degree,Data Scientist,3-5 years,"5,000-7,499",1,,1,1,,1,
9393,17578,30-34,Man,Master’s degree,Data Scientist,5-10 years,"150,000-199,999",,,1,,1,,
9394,17579,25-29,Woman,Master’s degree,Data Scientist,5-10 years,"100,000-124,999",1,,1,,,,
9395,17580,22-24,Woman,Master’s degree,Data Scientist,3-5 years,$0-999,1,"1",,1,1,,
9396,17581,22-24,Man,Bachelor’s degree,Business Analyst,< 1 years,"10,000-14,999",1,"1",,,,,
9398,17583,22-24,Man,Master’s degree,Research Scientist,5-10 years,"50,000-59,999",1,,1,,1,1,
9399,17586,25-29,Man,Bachelor’s degree,Machine Learning Engineer,3-5 years,"2,000-2,999",1,,,,1,,
9400,17589,30-34,Man,Master’s degree,Software Engineer,10-20 years,"125,000-149,999",1,"1",,,,,
9401,17596,60-69,Man,Master’s degree,Machine Learning Engineer,20+ years,"100,000-124,999",1,"1",1,1,1,1,
9402,17598,40-44,Man,I prefer not to answer,Data Scientist,3-5 years,"125,000-149,999",,,,,1,,
9403,17599,40-44,Man,Master’s degree,Data Scientist,20+ years,"50,000-59,999",1,,1,1,1,,
9404,17601,22-24,Man,Bachelor’s degree,Data Scientist,1-2 years,"3,000-3,999",1,,1,,,1,
9405,17602,50-54,Man,Bachelor’s degree,Software Engineer,20+ years,"125,000-149,999",1,"1",,,,,
9406,17603,30-34,Man,Master’s degree,Machine Learning Engineer,5-10 years,"2,000-2,999",1,"1",1,1,1,1,
9407,17604,60-69,Man,Master’s degree,Data Analyst,1-2 years,"70,000-79,999",1,"1",1,,,,
9408,17606,25-29,Man,Master’s degree,Data Scientist,5-10 years,"50,000-59,999",1,,1,,1,1,
9409,17607,35-39,Man,Master’s degree,Product/Project Manager,< 1 years,"90,000-99,999",,,,,,,None of these activities are an important part of my role at work
9410,17608,22-24,Man,Bachelor’s degree,Machine Learning Engineer,3-5 years,"2,000-2,999",,,,,1,,
9412,17615,30-34,Man,Master’s degree,Business Analyst,< 1 years,"60,000-69,999",,,,,,,None of these activities are an important part of my role at work
9413,17616,50-54,Man,Doctoral degree,Research Scientist,1-2 years,"80,000-89,999",,,,,,,None of these activities are an important part of my role at work
9414,17618,25-29,Man,Doctoral degree,Data Scientist,3-5 years,"2,000-2,999",,"1",,1,,,
9415,17619,30-34,Man,Master’s degree,Research Scientist,< 1 years,"60,000-69,999",1,,,,,,
9416,17620,40-44,Man,Some college/university study without earning a bachelor’s degree,Data Analyst,1-2 years,"10,000-14,999",,"1",,,,,
9417,17621,45-49,Woman,Master’s degree,Research Scientist,20+ years,"1,000-1,999",1,"1",,,,,
9418,17622,22-24,Man,Master’s degree,Data Scientist,3-5 years,"40,000-49,999",1,,1,1,,,
9419,17625,25-29,Man,Bachelor’s degree,Data Scientist,3-5 years,"15,000-19,999",1,"1",1,1,1,,
9420,17626,25-29,Man,Master’s degree,Machine Learning Engineer,5-10 years,"60,000-69,999",,,,1,1,1,
9421,17630,40-44,Man,Master’s degree,Product/Project Manager,20+ years,"70,000-79,999",1,"1",1,,1,1,
9422,17631,22-24,Man,Master’s degree,Data Analyst,< 1 years,"5,000-7,499",1,,,,,,
9423,17633,18-21,Man,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,< 1 years,$0-999,1,,,,,,
9424,17634,25-29,Man,Bachelor’s degree,Data Scientist,3-5 years,"15,000-19,999",1,"1",,,1,,
9425,17635,50-54,Man,Doctoral degree,Data Analyst,< 1 years,"1,000-1,999",1,,,,,,
9426,17636,30-34,Man,Master’s degree,Research Scientist,5-10 years,"10,000-14,999",,,,,1,1,
9427,17645,18-21,Man,Master’s degree,Data Analyst,3-5 years,$0-999,,,,,,,None of these activities are an important part of my role at work
9428,17646,30-34,Man,Master’s degree,Product/Project Manager,3-5 years,"100,000-124,999",1,"1",1,1,1,,
9429,17648,25-29,Man,Master’s degree,Business Analyst,1-2 years,"40,000-49,999",1,,,,,,
9430,17650,22-24,Man,Bachelor’s degree,Business Analyst,3-5 years,"40,000-49,999",1,"1",,,,,
9431,17651,30-34,Man,Master’s degree,Product/Project Manager,< 1 years,"5,000-7,499",1,,,,,,
9432,17652,30-34,Man,Master’s degree,Data Scientist,3-5 years,"15,000-19,999",1,,1,1,,,
9433,17654,25-29,Man,Bachelor’s degree,Software Engineer,3-5 years,$0-999,,,1,,1,,
9434,17661,55-59,Man,Bachelor’s degree,Research Scientist,20+ years,"40,000-49,999",1,,,,,,
9436,17671,35-39,Man,Master’s degree,Product/Project Manager,5-10 years,"2,000-2,999",1,"1",,,1,1,
9437,17672,25-29,Man,Master’s degree,Data Scientist,3-5 years,"60,000-69,999",1,,1,1,,,
9438,17675,22-24,Man,Bachelor’s degree,Software Engineer,5-10 years,"3,000-3,999",,,,,,,None of these activities are an important part of my role at work
9439,17677,22-24,Woman,Bachelor’s degree,Data Analyst,1-2 years,"7,500-9,999",,,,1,,1,
9440,17684,18-21,Man,Some college/university study without earning a bachelor’s degree,Business Analyst,I have never written code,$0-999,,,,,,1,
9441,17685,18-21,Man,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,1-2 years,"2,000-2,999",1,"1",,1,,,
9442,17686,50-54,Man,Doctoral degree,Machine Learning Engineer,20+ years,"150,000-199,999",1,"1",1,,,1,
9443,17689,30-34,Man,Master’s degree,Machine Learning Engineer,1-2 years,$0-999,,,,,,,None of these activities are an important part of my role at work
9446,17693,35-39,Man,Doctoral degree,Research Scientist,3-5 years,"40,000-49,999",1,,,,1,,
9447,17696,70+,Man,Doctoral degree,Statistician,20+ years,"200,000-249,999",1,,1,1,1,1,
9448,17698,35-39,Man,Bachelor’s degree,Data Scientist,3-5 years,"15,000-19,999",1,,1,1,,,
9449,17700,22-24,Woman,Bachelor’s degree,Software Engineer,1-2 years,$0-999,,,,,,,None of these activities are an important part of my role at work
9450,17701,35-39,Man,Doctoral degree,Research Scientist,1-2 years,"30,000-39,999",,,,,,1,
9451,17702,45-49,Man,Master’s degree,Business Analyst,20+ years,"70,000-79,999",1,"1",1,,,,
9452,17704,22-24,Man,Bachelor’s degree,Software Engineer,1-2 years,"25,000-29,999",,,1,1,1,,
9453,17705,30-34,Man,Bachelor’s degree,Software Engineer,10-20 years,"30,000-39,999",1,,,,,,
9454,17709,35-39,Woman,Master’s degree,Business Analyst,5-10 years,"2,000-2,999",1,,,,,1,
9455,17712,45-49,Man,Master’s degree,Data Scientist,20+ years,"200,000-249,999",1,,1,1,,,
9457,17715,40-44,Woman,Master’s degree,Data Analyst,1-2 years,"50,000-59,999",1,,,,,,
9458,17720,45-49,Man,Master’s degree,Data Analyst,5-10 years,"40,000-49,999",1,,,,1,1,
9459,17721,40-44,Man,Doctoral degree,Statistician,I have never written code,"100,000-124,999",1,,,,,,
9460,17724,30-34,Man,Master’s degree,Data Scientist,5-10 years,"125,000-149,999",1,"1",1,1,1,1,
9461,17725,25-29,Woman,Master’s degree,Data Scientist,I have never written code,$0-999,1,,,,,,
9462,17727,30-34,Man,Master’s degree,Data Scientist,10-20 years,"100,000-124,999",1,,1,1,1,,
9463,17728,22-24,Man,Master’s degree,Machine Learning Engineer,3-5 years,"40,000-49,999",1,,1,,1,1,
9464,17729,30-34,Man,Master’s degree,Data Scientist,5-10 years,"150,000-199,999",1,"1",1,,1,,
9465,17730,25-29,Man,Bachelor’s degree,Data Analyst,5-10 years,"30,000-39,999",1,"1",1,1,,,
9466,17732,25-29,Woman,Master’s degree,Product/Project Manager,I have never written code,"1,000-1,999",1,,,,,,
9467,17735,35-39,Man,Doctoral degree,Data Scientist,10-20 years,"125,000-149,999",1,,1,,,,
9468,17736,30-34,Man,Bachelor’s degree,DBA/Database Engineer,10-20 years,"40,000-49,999",1,"1",1,1,,,
9469,17737,40-44,Man,Doctoral degree,Research Scientist,10-20 years,"50,000-59,999",,,,,,,None of these activities are an important part of my role at work
9471,17740,25-29,Man,Master’s degree,Data Analyst,1-2 years,"15,000-19,999",1,,,,1,,
9472,17741,35-39,Man,Master’s degree,Data Scientist,5-10 years,"125,000-149,999",1,"1",1,,,,
9473,17743,25-29,Woman,Master’s degree,Machine Learning Engineer,1-2 years,"30,000-39,999",,,,,,,None of these activities are an important part of my role at work
9474,17744,45-49,Man,Professional degree,Data Scientist,10-20 years,"30,000-39,999",,,1,,,,
9476,17750,35-39,Man,Bachelor’s degree,Software Engineer,10-20 years,"70,000-79,999",,,,,,,
9477,17751,25-29,Man,Master’s degree,Data Analyst,3-5 years,"70,000-79,999",1,,,,,,
9478,17752,22-24,Man,Bachelor’s degree,DBA/Database Engineer,1-2 years,"5,000-7,499",,"1",,,,,
9479,17757,22-24,Man,Bachelor’s degree,Data Scientist,3-5 years,"10,000-14,999",1,,,1,1,1,
9480,17758,30-34,Man,Master’s degree,Data Analyst,1-2 years,"3,000-3,999",1,,,,,,
9481,17760,50-54,Man,Master’s degree,Machine Learning Engineer,10-20 years,"100,000-124,999",,,1,1,1,,
9482,17762,50-54,Man,Bachelor’s degree,Software Engineer,20+ years,"90,000-99,999",,,,,,,None of these activities are an important part of my role at work
9483,17764,25-29,Man,Some college/university study without earning a bachelor’s degree,Data Analyst,1-2 years,$0-999,,"1",,,,,
9484,17765,30-34,Man,Doctoral degree,Research Scientist,3-5 years,"25,000-29,999",,,,,,,None of these activities are an important part of my role at work
9486,17771,30-34,Man,Bachelor’s degree,Product/Project Manager,< 1 years,"2,000-2,999",1,,,,,,
9487,17774,25-29,Man,Master’s degree,Data Scientist,1-2 years,$0-999,1,"1",1,1,1,1,
9488,17776,18-21,Man,Master’s degree,Software Engineer,3-5 years,"1,000-1,999",1,"1",,,,,
9489,17777,40-44,Man,Doctoral degree,Data Scientist,20+ years,"200,000-249,999",,,1,1,1,,
9490,17778,22-24,Man,Master’s degree,Data Analyst,< 1 years,"10,000-14,999",1,,,,,,
9491,17780,25-29,Man,Bachelor’s degree,Data Scientist,10-20 years,"10,000-14,999",1,,1,1,1,1,
9492,17781,60-69,Man,Professional degree,Machine Learning Engineer,20+ years,"10,000-14,999",,,1,,,1,
9493,17785,22-24,Man,Master’s degree,Statistician,3-5 years,$0-999,,,,,,,
9494,17788,55-59,Man,Master’s degree,Data Scientist,20+ years,"150,000-199,999",1,,1,1,1,,
9495,17789,30-34,Man,Doctoral degree,Machine Learning Engineer,5-10 years,"125,000-149,999",,"1",1,,,1,
9496,17791,35-39,Man,Master’s degree,Statistician,5-10 years,"100,000-124,999",1,,1,,,,
9497,17792,50-54,Man,Bachelor’s degree,Product/Project Manager,10-20 years,"25,000-29,999",,,1,,1,,
9498,17793,25-29,Man,Master’s degree,Data Scientist,1-2 years,"100,000-124,999",1,"1",,,,,
9499,17794,45-49,Man,Master’s degree,Software Engineer,10-20 years,"50,000-59,999",,,,,,,None of these activities are an important part of my role at work
9500,17797,25-29,Man,Master’s degree,Machine Learning Engineer,3-5 years,"100,000-124,999",,"1",,,1,,
9501,17798,40-44,Man,Master’s degree,Software Engineer,3-5 years,"15,000-19,999",,"1",1,,1,,
9503,17801,22-24,Man,Master’s degree,Software Engineer,1-2 years,"7,500-9,999",1,"1",,,,,
9505,17805,25-29,Man,Professional degree,Data Scientist,3-5 years,"10,000-14,999",1,"1",1,1,1,,
9508,17812,55-59,Man,Bachelor’s degree,DBA/Database Engineer,20+ years,"30,000-39,999",,,,,,,None of these activities are an important part of my role at work
9509,17817,40-44,Man,Doctoral degree,Data Scientist,10-20 years,"80,000-89,999",1,"1",1,1,,,
9511,17819,35-39,Other,Master’s degree,Data Scientist,3-5 years,"200,000-249,999",1,,,,1,,
9512,17820,35-39,Man,Master’s degree,Software Engineer,10-20 years,"50,000-59,999",,,,,,,None of these activities are an important part of my role at work
9514,17822,25-29,Woman,Master’s degree,Data Scientist,5-10 years,"200,000-249,999",,"1",1,,,,
9515,17825,25-29,Man,Bachelor’s degree,Data Scientist,3-5 years,"80,000-89,999",1,,1,1,1,,
9516,17827,30-34,Man,Master’s degree,Machine Learning Engineer,3-5 years,"2,000-2,999",,,1,,1,,
9517,17829,35-39,Man,Doctoral degree,Data Scientist,5-10 years,"80,000-89,999",1,,1,1,,1,
9518,17833,22-24,Man,Bachelor’s degree,Software Engineer,3-5 years,"5,000-7,499",1,,,,,,
9519,17834,30-34,Woman,Doctoral degree,Machine Learning Engineer,5-10 years,"40,000-49,999",,,1,,1,1,
9520,17835,25-29,Man,Master’s degree,Software Engineer,3-5 years,"40,000-49,999",,"1",1,,,,
9521,17837,40-44,Man,Doctoral degree,Research Scientist,20+ years,"90,000-99,999",,,,,1,,
9522,17841,25-29,Man,Doctoral degree,Data Engineer,< 1 years,"15,000-19,999",1,,,,,,
9523,17843,25-29,Man,Doctoral degree,Data Scientist,3-5 years,"30,000-39,999",1,,1,,1,1,
9524,17848,22-24,Man,Master’s degree,Data Scientist,1-2 years,"40,000-49,999",1,"1",1,,1,,
9525,17849,30-34,Woman,Master’s degree,Data Scientist,< 1 years,$0-999,1,,,,,,
9526,17850,45-49,Man,Doctoral degree,Product/Project Manager,I have never written code,"3,000-3,999",1,,1,1,,,
9530,17857,25-29,Woman,Professional degree,Software Engineer,< 1 years,$0-999,,"1",,,,,
9531,17858,50-54,Man,Bachelor’s degree,Business Analyst,< 1 years,"125,000-149,999",1,,,,,,
9532,17861,22-24,Man,Master’s degree,Machine Learning Engineer,3-5 years,"25,000-29,999",,,1,1,1,,
9533,17863,30-34,Woman,Master’s degree,Data Scientist,3-5 years,"5,000-7,499",1,"1",1,1,1,,
9534,17864,25-29,Man,Master’s degree,Data Scientist,3-5 years,"70,000-79,999",1,"1",1,,1,,
9535,17869,30-34,Man,Master’s degree,Research Scientist,10-20 years,"150,000-199,999",1,"1",1,1,1,1,
9536,17874,35-39,Man,Professional degree,Data Scientist,10-20 years,"80,000-89,999",1,"1",1,1,1,,
9537,17875,35-39,Man,Master’s degree,Data Engineer,10-20 years,"250,000-299,999",,"1",,1,,,
9539,17882,25-29,Man,Master’s degree,Data Scientist,1-2 years,"40,000-49,999",,,,,,,
9540,17883,25-29,Man,Master’s degree,Data Scientist,< 1 years,"5,000-7,499",1,,1,,1,,
9541,17884,35-39,Man,Master’s degree,Business Analyst,1-2 years,"3,000-3,999",1,"1",1,1,1,,
9542,17887,22-24,Man,Master’s degree,Data Scientist,3-5 years,"40,000-49,999",1,,,,1,,
